DATAFLOW,REF_AREA,FREQ,MEASURE,SEX,SOC,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,SOURCE,NOTE_SOURCE,NOTE_INDICATOR,NOTE_CLASSIF,DECIMALS,UPPER_BOUND,LOWER_BOUND
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X29,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2010,46.4,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X29,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2011,47.1,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X29,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2012,47.6,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X29,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2013,48.2,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X29,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2014,48.8,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X29,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,49.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X29,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2016,52.4,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X29,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2017,55.6,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X29,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,58.7,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X29,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,57.3,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X29,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,58.1,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X29,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,59.3,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X29,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,62.7,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X29,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,63.1,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X30,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2009,63.3,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X30,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2010,63.8,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X30,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2011,64.4,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X30,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2012,64.9,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X30,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2013,65.3,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X30,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2014,65.7,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X30,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,66.2,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X30,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2016,66.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X30,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2017,66.7,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X30,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,68,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X30,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,69,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X30,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,70.4,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X30,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,72.4,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X30,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,73.9,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X30,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,74.1,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X31,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2009,32.7,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X31,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2010,33.1,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X31,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2011,33.8,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X31,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2012,34.4,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X31,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2013,35.1,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X31,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2014,35.7,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X31,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,36.3,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X31,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2016,36.9,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X31,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2017,37.6,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X31,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,38.1,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X31,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,38.8,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X31,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,40.1,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X31,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,41.6,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X31,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,44.7,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X31,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,45.1,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X32,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2009,38.4,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X32,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2010,39,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X32,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2011,39.6,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X32,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2012,40.2,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X32,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2013,40.8,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X32,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2014,41.6,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X32,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,42.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X32,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2016,45.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X32,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2017,48.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X32,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,51.8,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X32,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,51.9,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X32,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,53,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X32,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,54.4,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X32,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,65.2,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X32,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,65.6,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X33,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2009,49.1,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X33,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2010,49.6,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X33,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2011,50.2,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X33,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2012,50.7,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X33,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2013,51.3,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X33,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2014,51.8,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X33,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,52.3,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X33,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2016,55,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X33,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2017,57.9,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X33,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,60.8,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X33,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,58.9,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X33,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,59.6,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X33,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,60.6,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X33,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,60.6,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X33,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,60.9,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X34,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2009,73.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X34,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2010,74.1,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X34,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2011,74.8,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X34,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2012,75.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X34,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2013,76.4,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X34,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2014,77.3,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X34,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,78.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X34,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2016,78.9,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X34,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2017,79.3,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X34,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,79.6,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X34,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,79.9,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X34,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,80,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X34,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,80.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X34,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,80.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X34,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,80.6,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X35,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2009,73.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X35,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2010,74.1,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X35,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2011,74.8,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X35,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2012,75.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X35,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2013,76.4,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X35,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2014,77.3,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X35,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,78.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X35,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2016,78.9,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X35,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2017,79.3,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X35,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,79.6,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X35,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,79.9,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X35,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,80,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X35,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,80.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X35,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,80.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X35,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,80.6,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X36,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2009,26.9,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X36,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2010,27.1,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X36,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2011,27.3,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X36,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2012,27.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X36,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2013,27.6,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X36,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2014,27.8,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X36,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,28.1,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X36,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2016,28.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X36,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2017,28.7,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X36,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,28.8,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X36,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,29.1,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X36,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,29.2,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X36,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,29.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X36,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,30,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X36,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,30,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X37,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2009,16.7,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X37,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2010,17.3,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X37,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2011,18.2,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X37,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2012,19.2,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X37,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2013,19.9,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X37,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2014,20.7,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X37,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,21.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X37,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2016,22.5,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X37,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2017,23.3,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X37,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,23.7,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X37,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,24,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X37,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,23.8,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X37,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,24,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X37,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,24.7,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X37,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,25.2,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),X38,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2009,35.2,,RT,PT,0,ILO - Modelled Estimates,,,,1,,
