DATAFLOW,REF_AREA,FREQ,MEASURE,SEX,SOC,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,SOURCE,NOTE_SOURCE,NOTE_INDICATOR,NOTE_CLASSIF,DECIMALS,UPPER_BOUND,LOWER_BOUND
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),DMA,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,46.8,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),DMA,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,53.2,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),DNK,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,89.5,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),DNK,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,93.2,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),DNK,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),DOM,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,53.6,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),DOM,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,54.2,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),DOM,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,61,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),DZA,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,60.2,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),ECU,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,31.7,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),ECU,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,40.8,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),ECU,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,46.8,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),EGY,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,36.9,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),EGY,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,34.7,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),EGY,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,36.6,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),ERI,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,8.4,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),ESP,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,80.9,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),ESP,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,78.1,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),EST,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,98.4,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),EST,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,94.8,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),EST,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,97,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),ETH,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,7.4,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),FIN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),FIN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2016,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),FIN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),FIN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),FIN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),FJI,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,58.9,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),FJI,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,65.6,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),FRA,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),FRA,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2016,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),FRA,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),FRA,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),FRA,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,99.4,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),FSM,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,19.4,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),FSM,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,19.4,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),FSM,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,20,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GBR,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,93.5,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GBR,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,92.1,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GBR,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,93.6,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GEO,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,97.1,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GEO,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,94.6,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GGY,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,91.4,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GHA,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,18.3,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GHA,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,25.3,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GHA,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,25.2,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GIN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,3.7,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GLP,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,82.2,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GLP,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,82.2,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GLP,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,88.2,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GMB,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,6.1,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GMB,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,6.5,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GNB,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,0.9,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GNB,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,2.5,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GNQ,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,5.2,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GRC,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,63.8,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GRC,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,64,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GRC,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,84.6,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GRD,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,66.1,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GRD,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,66.1,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GRD,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,54.3,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GRL,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,89.5,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GRL,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GTM,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2017,10.3,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GTM,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,14.1,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GTM,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,14.5,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GTM,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,13.3,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GTM,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,12.1,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GUF,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,56.6,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GUF,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,56.6,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GUF,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,61.9,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GUY,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),GUY,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),HKG,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,59.7,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),HKG,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,63.3,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),HND,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,26.6,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),HND,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,30.1,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),HRV,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,76.5,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),HRV,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,79,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),HRV,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,81.4,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),HTI,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,5.8,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),HTI,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,6.6,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),HUN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,86.2,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),HUN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,90,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),HUN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,89,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),IDN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,27.8,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),IDN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,54.3,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),IMN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),IND,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,19,,RT,PT,0,ILO - Social Security Inquiry Database,,,Social security coverage: Based on available data mainly from central government schemes,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),IND,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2016,22,,RT,PT,0,ILO - Social Security Inquiry Database,,,Social security coverage: Based on available data mainly from central government schemes,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),IND,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,24.4,,RT,PT,0,ILO - Social Security Inquiry Database,,,Social security coverage: Based on available data mainly from central government schemes,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),IND,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,48.8,,RT,PT,0,ILO - Social Security Inquiry Database,,,Social security coverage: Based on available data mainly from central government schemes; Including school feeding programme(s) and other food benefits for children,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),IRL,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,90.1,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),IRL,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,89.9,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),IRL,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),IRN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,27.8,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),IRN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),IRQ,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,40.5,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),IRQ,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,41.7,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),ISL,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,85.3,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),ISL,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,81,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),ISL,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,81.9,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),ISR,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,89.6,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),ISR,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),ITA,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,85.7,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),ITA,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,82,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),ITA,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,88.8,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),JAM,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,30.8,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),JAM,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,32.6,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),JEY,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),JOR,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,27.8,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),JOR,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,26.6,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),JOR,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,28.8,,RT,PT,0,ILO - Social Security Inquiry Database,,,Social security coverage: National estimate,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),JPN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,75.4,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),JPN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2018,92.5,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),JPN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,98,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),JPN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,94.6,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),KAZ,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),KAZ,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),KAZ,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2020,100,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),KAZ,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2023,94.3,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),KEN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2015,10.4,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),KEN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,10.1,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),KEN,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2021,9,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),KGZ,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,41.7,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),KGZ,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,42.9,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),KHM,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,6.2,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),KHM,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2022,20.8,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),KIR,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,21,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
ILO:DF_SDG_0131_SEX_SOC_RT(1.0),KNA,A,SDG_0131_RT,SEX_T,SOC_CONTIG_TOTAL,2019,72.4,,RT,PT,0,ILO - Social Security Inquiry Database,,,,1,,
